veh_value,exposure,clm,numclaims,claimsize,veh_body,veh_age,gender,area,agecat,valcat
2.87,.739219712522754,1,1,3776.75,STNWG,3,M,A,3,2
.73,.739219712522754,1,1,1416.29999923706,SEDAN,4,M,B,5,1
1.45,.260095824774908,1,1,503.889999389648,SEDAN,3,M,C,6,1
1.8,.79397672826417,1,1,828.279998779297,SEDAN,2,M,B,5,1
.43,.733744010947703,1,1,200,HBACK,4,F,B,6,1
2.48,.643394934973912,1,1,3262.97999572754,SEDAN,2,M,E,1,1
2.75,.416153319642035,1,1,200,SEDAN,1,F,C,3,2
1.38,.260095824774908,1,1,200,SEDAN,3,F,A,4,1
3.24,.32854209445577,1,1,801.049999237061,UTE,1,M,B,2,2
1.05,.262833675562433,1,1,389.949999809265,STNWG,4,F,A,5,1
1.24,.260095824774908,1,1,4752.31999206543,HBACK,3,F,B,3,1
4.71,.9993155373013,1,1,345,STNWG,1,F,C,2,2
4.98,.262833675562433,1,1,390,STNWG,2,F,D,2,2
4,.999315537297662,1,1,2202.68999862671,STNWG,3,F,D,2,2
2.06,.9993155373013,1,1,1560.65999984741,SEDAN,1,F,B,2,1
.95,.736481861735228,1,1,200,SEDAN,4,F,E,4,1
1.46,.733744010947703,1,1,2915.54999542236,STNWG,4,F,C,3,1
3.51,.665297741266841,1,2,2821.26999664307,STNWG,3,F,A,3,2
5.98,.643394934972093,1,1,694.969999313354,STNWG,1,M,C,1,3
3.3,.643394934973912,1,1,5145.46998596191,STNWG,2,F,F,2,2
1.64,.750171115672856,1,1,2307.81999969482,SEDAN,2,M,D,4,1
1.89,.668035592054366,1,1,8259.86999511719,HBACK,3,M,C,1,1
6.759,.63791923339727,1,1,300,STNWG,1,M,E,2,3
1.42,.643394934973912,1,1,330,HBACK,1,F,C,3,1
.69,.9993155373013,1,1,1420.89999771118,HBACK,4,F,A,3,1
1.87,.9993155373013,1,1,406.949999809265,SEDAN,2,M,B,2,1
3.099,.97193702942559,1,1,837.849998474121,SEDAN,1,M,E,2,2
3.15,.668035592054366,1,1,2389.76999664307,MIBUS,2,F,A,3,2
1.17,.66803559206005,1,1,3001.78999328613,HBACK,2,M,C,3,1
3.66,.750171115672856,1,1,389.949999809265,STNWG,2,F,E,5,2
1.549,.386036960984313,1,1,325.819999933243,HBACK,1,F,C,3,1
2.14,.624229979461234,1,1,487,UTE,3,F,E,3,1
1.91,.750171115669218,1,2,1311.33999919891,STNWG,4,M,A,4,1
1.51,.750171115672856,1,1,345,SEDAN,3,F,C,5,1
1.73,.9993155373013,1,1,3276.54999542236,HBACK,1,F,C,1,1
4.64,.9993155373013,1,1,491.739999771118,STNWG,2,M,C,5,2
6.16,.418891170429163,1,1,3595.69999694824,STNWG,1,M,B,3,3
2.02,.731006160160177,1,1,11250.1999816895,SEDAN,1,M,A,6,1
1.67,.731006160160177,1,1,710.369995117188,HBACK,3,M,C,2,1
.61,.498288843256887,1,2,1480.53999900818,SEDAN,4,F,A,4,1
1.67,.731006160160177,1,1,1049.93999862671,STNWG,4,M,F,3,1
.95,.985626283364581,1,1,264.449999809265,SEDAN,4,F,C,3,1
1.54,.640657084186387,1,1,389.949999809265,HDTOP,4,M,E,2,1
1.27,.996577686513774,1,2,1706.87999916077,HBACK,1,M,C,2,1
2.099,.996577686510136,1,1,544.049999237061,SEDAN,1,M,C,2,1
3.96,.988364134151198,1,1,867.119998931885,STNWG,2,M,F,3,2
2.25,.640657084186387,1,1,547.64999961853,STNWG,2,F,A,5,1
5.05,.246406570840918,1,1,200,SEDAN,1,F,D,3,3
1.29,.884325804239779,1,1,1471.75,COUPE,4,F,A,4,1
1.69,.744695414095077,1,1,367.729999542236,SEDAN,2,M,C,4,1
.81,.813141683771391,1,1,353.799999713898,PANVN,4,M,A,2,1
.45,.637919233398861,1,1,200,SEDAN,4,M,C,4,1
1.5,.744695414097805,1,1,1125.48999977112,HBACK,4,M,A,4,1
4.71,.473648186172795,1,1,3337.95999908447,STNWG,1,M,C,3,2
1.07,.637919233399998,1,1,6772.80999755859,SEDAN,4,F,C,4,1
3.26,.744695414097805,1,1,389.949999809265,STNWG,2,M,E,4,2
6.62,.347707049964413,1,1,17734.8099975586,COUPE,3,M,A,4,3
1.52,.555783709785828,1,1,353.769999980927,STNWG,4,F,C,1,1
1.18,.728268309372652,1,1,1679.23999786377,SEDAN,3,M,B,4,1
1.27,.72826830937629,1,1,2023.22999954224,SEDAN,3,M,C,5,1
.87,.728268309372652,1,1,200,HBACK,3,F,A,5,1
1.18,.807665982203616,1,1,594.329999923706,HBACK,2,F,E,4,1
.79,.473648186172795,1,1,762.729999542236,HBACK,3,M,C,5,1
1.65,.413415468854112,1,1,8168.18997192383,SEDAN,2,F,D,4,1
1.89,.637919233398861,1,1,435.909999847412,TRUCK,2,M,B,4,1
1.04,.637919233398861,1,1,200,HBACK,3,F,C,1,1
5.09,.555783709787647,1,1,941.909999847412,SEDAN,2,F,A,4,3
.95,.637919233398861,1,2,639.14999961853,HDTOP,4,F,B,2,1
.93,.561259411355422,1,2,553.769999980927,HBACK,3,M,A,4,1
1.51,.369609856261377,1,1,450,STNWG,4,F,F,3,1
1.03,.438056125938601,1,1,200,SEDAN,3,M,B,3,1
2.03,.971937029426044,1,1,4287.98999786377,SEDAN,1,F,D,3,1
1.52,.97467488021357,1,1,383.169999599457,STNWG,4,M,C,6,1
1.56,.988364134149833,1,1,353.769999980927,STNWG,2,F,B,2,1
1.51,.97467488021357,1,1,389.949999809265,STNWG,4,M,F,5,1
1.26,.350444900752336,1,1,522.849999427795,HBACK,2,F,C,3,1
1.2,.988364134151198,1,1,452.729999542236,SEDAN,3,M,C,3,1
1.57,.473648186172795,1,1,200,SEDAN,3,F,A,5,1
1.17,.651608487336489,1,1,387.20999956131,HBACK,2,F,B,3,1
.74,.988364134154381,1,1,9786.38998413086,SEDAN,4,F,A,4,1
3.61,.120465434632933,1,1,4031.23999786377,UTE,1,M,E,2,2
1.79,.648870636548963,1,1,1285.40999984741,UTE,4,F,E,3,1
2.25,.955509924704529,1,1,353.769999980927,TRUCK,2,M,D,2,1
6.18,.65982203969179,1,1,530,CONVT,4,M,A,5,3
1.8353,.63244353182381,1,1,200,HBACK,1,F,E,3,1
1.72,.988364134151198,1,1,514.129999160767,SEDAN,2,M,A,1,1
.46,.369609856261377,1,1,200,HBACK,4,F,A,3,1
1.3,.98836413414665,1,1,353.769999980927,HBACK,2,F,A,5,1
1.84,.74195756331028,1,1,200,HBACK,2,F,C,4,1
1.07,.74195756331028,1,1,572.729999542236,SEDAN,4,M,B,4,1
1.93,.350444900752336,1,1,3001.70999908447,HBACK,1,F,D,6,1
.69,.635181382611336,1,1,200,HBACK,3,M,C,4,1
3.28,.216290212181775,1,1,353.769999980927,STNWG,2,F,F,1,2
1.87,.558521560567897,1,1,1340.7799987793,SEDAN,3,F,C,3,1
.64,.0136892539356381,1,1,7769.68998718262,HBACK,4,F,C,3,1
1.58,.635181382611336,1,1,2476.93999481201,UTE,3,F,B,5,1
1.49,.561259411355024,1,1,10118.2699890137,HBACK,1,F,C,4,1
2.02,.960985626283218,1,1,824.979999542236,HBACK,1,F,D,3,1
2.03,.813141683770993,1,1,14309.0799865723,STNWG,3,M,C,3,1
3.24,.65708418891154,1,1,200,SEDAN,1,F,A,4,2
1.47,.95003422312908,1,1,1794.38999938965,SEDAN,3,M,B,3,1
4.15,.635181382611336,1,1,18871.6199951172,STNWG,2,F,D,2,2
.74,.65708418891154,1,1,841.579999923706,HBACK,4,M,B,4,1
3.26,.599589322375323,1,1,1979.0299987793,STNWG,2,F,C,6,2
.69,.635181382611336,1,1,4115.63999938965,HBACK,3,F,A,3,1
1.74,.813141683775029,1,1,6616.76998901367,HBACK,2,M,B,4,1
2.61,.65708418891154,1,1,12311.5699768066,UTE,3,M,F,1,2
1.25,.626967830248759,1,1,200,STNWG,3,F,D,3,1
.9,.59958932238078,1,1,228.399993896484,HBACK,3,M,B,1,1
2.199,.741957563309882,1,1,316.365408182144,SEDAN,1,F,B,3,1
2.299,.982888432576146,1,1,200,SEDAN,1,F,C,6,1
2.23,.985626283360489,1,1,200,STNWG,2,F,C,3,1
1.3,.635181382611336,1,1,335,HBACK,2,F,C,4,1
1.44,.240930869267288,1,1,389.949999809265,TRUCK,4,M,D,2,1
1.15,.0219028062968505,1,1,19553.7399291992,HBACK,2,M,B,3,1
1.45,.985626283363672,1,1,353.769999980927,SEDAN,3,F,C,3,1
2.26,.88980150581483,1,1,1263.54999923706,HDTOP,3,M,A,2,1
.79,.525667351124866,1,2,3965.58999967575,HBACK,3,F,D,3,1
2.89,.054757015742382,1,1,527.269999504089,STNWG,3,M,F,3,2
1.29,.821355236133968,1,1,4357.14999389648,SEDAN,3,M,C,4,1
1.35,.366872005473851,1,1,7766.5299987793,HBACK,1,M,C,4,1
1.14,.74195756331028,1,1,2153.89999771118,SEDAN,3,M,A,4,1
1.95,.985626283363672,1,1,689.360005378723,SEDAN,1,F,B,5,1
1.82,.985626283363672,1,1,367.729999542236,SEDAN,2,F,C,1,1
1.81,.802190280624927,1,1,2255.30999755859,UTE,2,F,C,2,1
1.01,.366872005473851,1,1,428.289999961853,SEDAN,4,M,A,4,1
4.01,.985626283363672,1,1,2954.96999359131,STNWG,1,M,B,4,2
.93,.440793976726127,1,1,793.949998855591,HBACK,4,M,B,4,1
1.97,.985626283363672,1,1,858.959999084473,UTE,3,F,E,5,1
2.62,.733744010947703,1,1,200,STNWG,2,M,A,4,2
3.2,.648870636548963,1,1,200,SEDAN,1,F,A,2,2
1.58,.980150581786575,1,1,371.75,PANVN,2,M,A,5,1
1.79,.802190280628565,1,1,876.369998931885,HBACK,2,M,B,6,1
1.75,.63244353182381,1,1,677.229999542236,SEDAN,2,M,C,2,1
1.51,.733744010947703,1,1,2458.96999359131,SEDAN,2,M,C,5,1
1.37,.733744010947703,1,1,776.75,HBACK,2,F,C,1,1
1.78,.930869267620437,1,1,353.769999980927,HBACK,2,F,B,4,1
1.57,.364134154686326,1,1,1104.71999931335,HDTOP,3,F,B,2,1
1.19,.980150581788621,1,1,875.049999237061,HBACK,2,M,A,6,1
1.89,.364134154686326,1,1,1379.28999710083,SEDAN,2,M,C,4,1
1.82,.982888432574327,1,2,905.229999542236,SEDAN,2,M,C,4,1
1.33,.982888432576146,1,1,6498.84999084473,HBACK,3,F,A,2,1
1.31,.835044490071198,1,1,997.469999313354,HBACK,1,M,B,1,1
5.236,.9993155373013,1,1,345,STNWG,1,F,C,5,3
1.28,.626967830248361,1,1,344.880001068115,HBACK,2,F,A,4,1
2.45,.980150581788621,1,1,1474.57999801636,HBACK,2,M,C,4,1
4.849,.626967830248759,1,1,258.439999580383,STNWG,1,F,F,2,2
1.84,.65982203969179,1,1,809.279998779297,SEDAN,2,F,C,6,1
.98,.982888432576146,1,2,3753.96999454498,SEDAN,3,M,D,2,1
.74,.65708418891154,1,3,2351.82999801636,SEDAN,4,F,A,3,1
2.32,.626967830248759,1,1,1720.30999755859,STNWG,3,F,C,3,1
1.58,.635181382611336,1,2,1164.55999946594,SEDAN,1,F,B,1,1
1.59,.34223134838976,1,1,395.909999847412,SEDAN,3,M,B,2,1
1.57,.725530458585126,1,1,571.839999198914,SEDAN,2,M,B,6,1
.41,.725530458585126,1,1,200,SEDAN,4,M,C,6,1
.73,.725530458585126,1,1,1945.25,SEDAN,4,F,C,5,1
1.25,.273785078712535,1,1,200,SEDAN,3,F,C,3,1
.69,.755646817247907,1,1,552.549999237061,HBACK,4,F,C,3,1
.68,.511978097186841,1,1,653.769999504089,HBACK,4,F,B,2,1
4.349,.416153319642035,1,1,389.949999809265,UTE,1,F,F,4,2
.52,.755646817247907,1,1,353.769999980927,SEDAN,4,F,C,3,1
1.89,.421629021216688,1,1,1409.92000579834,HBACK,2,M,A,1,1
1.19,.635181382611336,1,1,1044.69999885559,STNWG,4,M,A,2,1
.45,.210814510608145,1,1,255.689992070198,SEDAN,4,M,C,1,1
1.93,.980150581792259,1,1,3743.15999603271,SEDAN,2,M,C,3,1
3.51,.0876112251880841,1,1,389.949999809265,HDTOP,2,M,E,2,2
1.06,.950034223129933,1,1,200,SEDAN,3,F,A,2,1
2.85,.626967830247168,1,1,516.659999847412,STNWG,3,M,C,4,2
1.46,.999315537297662,1,1,466.039999961853,SEDAN,2,F,B,3,1
6.16,.290212183432232,1,2,779.949999809265,STNWG,1,F,F,2,3
1.57,.626967830248759,1,1,200,HBACK,1,F,C,1,1
2.08,.960985626283218,1,1,200,SEDAN,1,M,B,5,1
5.02,.388774811770418,1,1,2202.33999633789,STNWG,2,F,A,3,3
2.38,.624229979463053,1,1,6442.2799987793,SEDAN,1,F,A,3,1
1.96,.79945242984104,1,1,200,STNWG,3,F,D,4,1
2.22,.344969199177285,1,1,550.909999847412,SEDAN,2,F,A,2,1
1.65,.714579055438207,1,1,443.049999713898,SEDAN,2,M,A,3,1
1.35,.758384668035433,1,1,1343.61999893188,HBACK,2,F,C,3,1
2.62,.758384668035433,1,1,508,SEDAN,2,F,D,5,2
1.45,.240930869265867,1,1,1029.98999977112,SEDAN,2,F,D,3,1
3.94,.3613963038988,1,1,3473.23999023438,STNWG,2,M,D,3,2
4.03,.980150581788621,1,1,1598.05999755859,UTE,1,M,B,3,2
2.61,.451745379876229,1,1,824.259998321533,STNWG,3,M,A,4,2
.96,.114989733058792,1,1,3305.38999938965,HBACK,3,F,D,2,1
1.41,.654346338122195,1,1,1200.06999969482,HBACK,1,F,B,3,1
3.22,.980150581788621,1,1,836.699996948242,STNWG,1,M,B,5,2
1.8,.728268309372652,1,1,200,SEDAN,2,F,B,4,1
2.07,.980150581788621,1,1,4770.81999206543,SEDAN,3,M,A,2,1
.7,.3613963038988,1,1,2449.28999328613,UTE,4,M,B,5,1
.72,.0574948665294528,1,1,200,HBACK,4,F,A,3,1
.82,.728268309370833,1,2,1771.70999908447,HBACK,4,F,C,1,1
1.68,.350444900751938,1,1,14344.3756713867,HBACK,3,F,C,4,1
5.236,.980150581788621,1,1,369.14999961853,STNWG,1,F,D,4,3
.7,.101300479123495,1,1,1952.72453689575,SEDAN,4,F,B,5,1
1.42,.624229979461234,1,1,693.049999237061,HBACK,1,F,C,4,1
.47,.999315537299481,1,1,472,SEDAN,4,M,C,4,1
4.71,.309377138942693,1,1,1005.00999832153,TRUCK,1,M,C,1,2
4.65,.501026694043958,1,1,390,STNWG,1,M,D,2,2
.82,.616016427102295,1,1,1183.45999908447,HBACK,3,F,C,1,1
1.45,.624229979460836,1,1,385.859999656677,SEDAN,2,F,C,2,1
2.06,.624229979461234,1,1,558.888180732727,STNWG,1,F,E,3,1
1.28,.624229979461234,1,1,4254.06999969482,STNWG,3,M,B,2,1
.9,.205338809033492,1,1,200,SEDAN,3,M,B,2,1
1.23,.43258042436355,1,2,718.899998188019,STNWG,4,F,A,6,1
1.32,.429842573579663,1,1,200,SEDAN,3,F,C,3,1
.42,.977412731001095,1,1,353.769999980927,SEDAN,4,M,A,4,1
3.01,.569472963721637,1,1,364.679999828339,STNWG,3,M,A,3,2
3.81,.429842573579663,1,1,8500.947265625,STNWG,3,M,C,6,2
.82,.470910335384872,1,1,3208.28999328613,HBACK,4,F,D,2,1
.71,.427104722792137,1,1,1257.48999786377,SEDAN,4,F,B,3,1
.7,.999315537297662,1,1,1300.15999984741,STNWG,4,M,A,1,1
1.98,.339493497601836,1,1,200,HBACK,2,M,A,1,1
.68,.43258042436355,1,1,11382.2199707031,HBACK,4,F,E,3,1
2.29,.566735112935021,1,1,359.229999542236,SEDAN,2,F,A,4,1
2.46,.988364134151198,1,1,200,SEDAN,1,F,B,6,1
2.66,.572210814505524,1,1,1583.84999847412,STNWG,2,F,D,1,2
.7,.577686516081997,1,1,5387.36999511719,STNWG,4,M,A,1,1
2.11,.982888432576146,1,1,273.119999885559,SEDAN,2,M,C,5,1
5.236,.835044490068185,1,1,408.949999809265,STNWG,1,M,D,3,3
1.05,.999315537298799,1,2,1333.39999914169,SEDAN,4,F,A,4,1
.73,.985626283363672,1,1,1056.79999923706,HBACK,4,F,C,6,1
.8,.985626283363672,1,1,331.599999904633,HBACK,4,M,C,2,1
1.54,.985626283363672,1,1,522.309999465942,SEDAN,2,F,E,2,1
1.16,.547570157424673,1,1,3978.0299987793,STNWG,4,F,C,4,1
1.07,.00273785078712763,1,1,14343.2699890137,SEDAN,3,F,D,4,1
4.22,.347707049964811,1,1,353.769999980927,STNWG,2,M,B,3,2
1.06,.0246406570840918,1,1,200,HBACK,3,M,A,4,1
.88,.358658453111275,1,1,507.329999923706,SEDAN,3,F,D,4,1
1.33,.451745379876229,1,1,5088.39999389648,HBACK,2,F,E,3,1
3.86,.158795345652436,1,1,367.729999542236,UTE,1,F,A,4,2
2.75,.358658453111275,1,1,200,STNWG,1,F,B,4,2
1.428,.563997262142948,1,1,4491.89363098145,HBACK,1,F,C,1,1
2.04,.424366872003702,1,1,200,HBACK,1,F,D,3,1
1.21,.616016427102295,1,1,1032.87999916077,HBACK,2,F,D,3,1
3.52,.347707049964811,1,1,353.769999980927,STNWG,2,M,C,4,2
2.66,.640657084186387,1,1,9021.41998291016,TRUCK,3,M,C,1,2
1.09,.971937029426044,1,1,390,SEDAN,3,M,E,2,1
3.22,.350444900752336,1,2,834.9899995327,SEDAN,1,F,B,4,2
1,.577686516080576,1,1,353.769999980927,SEDAN,3,M,C,6,1
2.14,.651608487336489,1,1,465.929999351501,SEDAN,2,F,C,4,1
1.6,.651608487336489,1,1,200,SEDAN,2,F,A,4,1
3.59,.971937029425135,1,1,4163.55999755859,STNWG,2,M,A,2,2
5.6,.465434633809821,1,1,408.949999809265,STNWG,2,M,E,1,3
2.49,.424366872004612,1,1,200,SEDAN,1,M,C,3,1
2.89,.427104722792137,1,1,1082.17999839783,STNWG,2,F,F,4,2
1.57,.971937029426044,1,1,440.279998779297,HBACK,2,M,A,5,1
1,.328542094455372,1,1,2034.54545974731,HBACK,3,M,B,4,1
1.81,.640657084186387,1,1,532.929999351501,HBACK,2,M,C,2,1
1.83,.640657084186387,1,1,1115.67999839783,SEDAN,3,F,D,2,1
1.15,.640657084186387,1,1,215.399993896484,HBACK,4,M,A,4,1
3.75,.640657084186387,1,1,389.949999809265,TRUCK,2,M,E,3,2
1.87,.621492128673708,1,1,200,SEDAN,1,F,A,3,1
1.89,.966461327850993,1,2,3683.85999298096,SEDAN,2,F,E,3,1
1.56,.57494866529305,1,1,1096.67999839783,SEDAN,3,F,A,5,1
1.5643,.621492128672344,1,1,200,HBACK,1,M,C,2,1
1.26,.62149212867331,1,1,369.14999961853,HBACK,2,F,A,2,1
1.37,.531143052699917,1,1,200,HBACK,1,F,B,4,1
.76,.78850102669054,1,1,694.64999961853,PANVN,4,F,A,4,1
1.07,.966461327853722,1,1,1126.23999977112,HBACK,3,F,B,3,1
.5,.0547570157423252,1,1,2172.15999984741,SEDAN,4,F,C,5,1
1.52,.988364134151198,1,1,309.770000457764,STNWG,4,M,C,4,1
4.79,.577686516080576,1,1,345,STNWG,2,M,C,4,2
1.19,.878850102664728,1,1,1184.40999984741,SEDAN,3,F,E,3,1
.29,.273785078712137,1,1,3081.62998962402,SEDAN,4,M,A,4,1
9.5,.944558521558065,1,1,3613.64999389648,SEDAN,3,F,A,3,4
2.02,.648870636548963,1,1,2226.76999664307,SEDAN,1,F,A,6,1
2.02,.969199178638519,1,1,619.41999912262,HBACK,1,M,A,4,1
2.95,.618754277886183,1,1,369.14999961853,STNWG,3,M,D,2,2
1.14,.421629021217086,1,1,411.419999599457,HBACK,2,F,D,2,1
3.02,.618754277886183,1,1,619.459999084473,TRUCK,2,M,B,5,2
.8,.618754277886183,1,1,6224.03999328613,HBACK,3,F,D,3,1
3.66,.350444900752336,1,1,381.819999694824,STNWG,3,M,C,3,2
1.6,.594113620805729,1,1,308.819999694824,SEDAN,1,M,C,5,1
2.86,.969199178638519,1,1,3393.00999450684,STNWG,1,M,C,2,2
1.23,.89801505817195,1,1,353.769999980927,HBACK,2,M,C,3,1
1.7,.651608487336489,1,2,890.400000572205,MCARA,4,M,C,4,1
1.43,.969199178638519,1,1,1057.45999908447,COUPE,4,M,B,6,1
1.65,.969199178638519,1,1,1509.00999832153,UTE,4,M,E,2,1
1.87,.572210814508253,1,1,630.400001525879,SEDAN,1,F,A,1,1
1.85,.391512662557943,1,1,500.599998474121,STNWG,3,M,A,2,1
2.9,.969199178640338,1,1,877.629999160767,STNWG,3,F,A,2,2
1.91,.580424366868101,1,1,200,STNWG,4,F,B,4,1
3.79,.999315537298571,1,1,353.769999980927,STNWG,2,M,A,6,2
1.92,.186173853524053,1,1,373.139999866486,SEDAN,2,F,C,5,1
1.77,.722792607796691,1,1,389.949999809265,HBACK,2,M,E,6,1
1.13,.350444900752336,1,1,200,HBACK,2,M,B,4,1
1.44,.999315537294024,1,1,14408.9399719238,TRUCK,4,F,F,3,1
.46,.966461327849174,1,1,353.769999980927,SEDAN,4,F,B,3,1
.46,.347707049964811,1,1,200,HBACK,4,F,B,2,1
1.74,.966461327850993,1,1,2237.29999923706,HBACK,2,M,B,5,1
2.35,.720054757010075,1,1,2032.14999771118,SEDAN,1,F,B,6,1
.45,.720054757010075,1,1,3000.74362945557,HBACK,4,M,C,6,1
4.25,.720054757010075,1,1,663.64999961853,STNWG,2,F,B,4,2
1.84,.714579055435024,1,1,3184.89999389648,HBACK,2,F,A,2,1
2.16,.720054757010075,1,1,3187.39999389648,SEDAN,3,M,C,4,1
.58,.550308008212596,1,1,4916.67999267578,SEDAN,4,F,C,5,1
1.84,.720054757010075,1,1,1086.47999954224,HBACK,2,F,D,6,1
1.74,.714579055436843,1,1,1503.01999664307,SEDAN,2,M,B,1,1
1.93,.720054757013713,1,1,353.769999980927,SEDAN,2,M,D,6,1
2.74,.377823408623954,1,1,893.469999313354,UTE,2,M,C,3,2
1.62,.714579055435024,1,1,574.579999923706,SEDAN,2,M,C,6,1
.27,.273785078712137,1,1,1951.03999710083,HBACK,4,F,F,5,1
.7,.714579055435024,1,2,11117.2399711609,STNWG,4,F,A,4,1
1.05,.720054757010075,1,2,400,STNWG,3,M,A,5,1
1.8,.654346338124014,1,1,345,STNWG,4,M,C,3,1
.71,.714579055435024,1,1,1248.13999938965,HBACK,4,F,C,5,1
.8,.720054757010075,1,1,200,HBACK,3,M,A,5,1
.8,.71731690622255,1,1,5297.2799987793,HBACK,3,M,C,3,1
1.46,.511978097186841,1,1,481.669998168945,UTE,4,M,E,2,1
5.553,.845995893216241,1,2,2056.39999961853,STNWG,1,F,C,5,3
1.22,.999315537295843,1,1,5371.79998779297,HBACK,3,F,C,4,1
.38,.966461327850993,1,1,200,SEDAN,4,M,D,5,1
1.53,.648870636548963,1,1,412.729999542236,SEDAN,3,M,C,4,1
4.16,.94729637234559,1,1,200,STNWG,1,M,B,5,2
1.6835,.963723477063468,1,1,1198.92999839783,HBACK,1,F,A,2,1
3.98,.629705681036285,1,1,688.769999504089,STNWG,2,M,F,2,2
1.79,.654346338124014,1,1,9264.2099609375,SEDAN,2,M,B,1,1
1.7,.903490759752458,1,2,704.879999160767,SEDAN,3,F,E,3,1
.35,.966461327850993,1,1,2319.43999481201,SEDAN,4,M,F,5,1
.7,.966461327850993,1,2,4939.5399889946,SEDAN,4,M,D,3,1
1.86,.399726214920122,1,1,687.389999389648,SEDAN,1,F,C,1,1
1.64,.651608487332851,1,1,4531.08999633789,HBACK,2,F,A,5,1
.73,.665297741265022,1,1,431.819999694824,SEDAN,4,F,B,4,1
4.45,.963723477065741,1,1,338,STNWG,1,M,A,4,2
2.03,.375085557836428,1,2,1618.14999389648,STNWG,3,F,A,2,1
2.56,.654346338118103,1,1,613.469999313354,UTE,2,F,C,2,2
2.79,.999315537295843,1,1,345,HDTOP,3,M,C,5,2
1.76,.711841204647499,1,1,344.70999956131,SEDAN,2,M,D,4,1
.37,.054757015742382,1,1,1048.09181404114,HBACK,4,F,C,3,1
1.76,.23819301848016,1,1,2783.71999359131,HBACK,1,F,C,4,1
1.02,.763860369603208,1,1,200,HBACK,3,F,A,4,1
2.75,.344969199177285,1,1,615.489999771118,SEDAN,1,F,A,4,2
.83,.232717316905109,1,1,353.769999980927,HBACK,4,M,D,3,1
.34,.520191649549417,1,1,5627.26998901367,PANVN,4,F,D,4,1
2.83,.229979466118607,1,1,200,STNWG,2,M,A,5,2
1.77,.766598220390733,1,1,367.729999542236,HBACK,3,F,A,3,1
1.59,.711841204647499,1,1,1484.92999649048,SEDAN,3,F,E,5,1
1.85,.761122518815682,1,1,200,SEDAN,3,F,A,3,1
1.5,.17522245037577,1,1,15721.1899414063,SEDAN,3,F,B,2,1
.89,.235455167692635,1,1,1873.94999694824,HBACK,3,M,A,3,1
3.55,.711841204650227,1,1,353.769999980927,STNWG,2,F,A,2,2
3.94,.394250513345071,1,1,353.769999980927,STNWG,2,M,A,3,2
1.56,.681724845991994,1,1,280.779998779297,SEDAN,2,M,C,4,1
1.86,.287474332646525,1,1,200,STNWG,4,M,B,3,1
1.98,.0191649555097229,1,1,353.769999980927,HBACK,1,M,B,4,1
1.26,.344969199177285,1,1,200,HBACK,2,F,A,3,1
1.96,.0492813141681836,1,1,200,SEDAN,2,M,C,3,1
1.1,.654346338116738,1,2,705.249999523163,SEDAN,3,M,C,3,1
1.86,.344969199177285,1,1,200.00182557106,SEDAN,1,F,C,2,1
1.44,.347707049964811,1,2,1338.89999961853,HBACK,2,F,B,3,1
3.45,.960985626283218,1,1,3301.91999053955,HDTOP,2,M,B,1,2
.62,.418891170429561,1,1,6277.87998962402,STNWG,4,M,B,6,1
.66,.076659822039403,1,1,6163.16998291016,HBACK,4,F,C,4,1
1.33,.290212183433653,1,1,6205.45088195801,HBACK,2,M,B,3,1
1.92,.106776180698034,1,1,1240.55999755859,SEDAN,2,M,C,6,1
1.82,.580424366868101,1,1,1375.83999633789,HBACK,2,F,D,6,1
1.5,.637919233398861,1,1,200,HBACK,1,F,B,6,1
.76,.292950034221178,1,1,200,SEDAN,4,F,A,5,1
.89,.580424366868101,1,1,501.529999732971,HBACK,3,M,B,2,1
1.28,.580424366868101,1,1,2275.11999511719,HBACK,4,F,C,4,1
1.35,.418891170429561,1,1,3424.04999542236,HBACK,2,F,B,3,1
1.13,.353182751539862,1,1,200,HBACK,2,F,A,3,1
4.79,.418891170429561,1,1,657.699999809265,STNWG,2,M,B,4,2
3.08,.963723477063468,1,1,2404.23999786377,UTE,3,F,F,3,2
2.05,.607802874742049,1,1,2235.80999755859,SEDAN,1,F,F,4,1
.98,.0383299110194457,1,1,200,SEDAN,3,F,A,2,1
2.49,.9993155373013,1,1,297.269999504089,STNWG,1,F,A,2,1
1.89,.982888432576146,1,1,6154.98999023438,HBACK,2,F,A,1,1
1.37,.355920602326989,1,1,1504.54999923706,STNWG,4,M,B,6,1
4.39,.706365503079724,1,1,390,STNWG,2,F,C,4,2
2.76,.963723477063468,1,1,528.429999351501,STNWG,1,M,C,5,2
3.73,.626967830248759,1,1,1817.86999893188,STNWG,2,M,B,3,2
2.19,.993839835725339,1,1,450,UTE,3,M,E,3,1
.58,.777549623540835,1,1,4469.75,SEDAN,4,F,C,3,1
1.43,.651608487336489,1,2,704.439999580383,TRUCK,3,M,C,1,1
2.98,.424366872004612,1,1,1056.43999862671,STNWG,1,F,D,2,2
.83,.977412731001095,1,1,200,SEDAN,4,F,B,3,1
1.74,.709103353861792,1,2,400.00272911787,HBACK,2,F,A,4,1
1.42,.709103353859973,1,1,2385.37999725342,SEDAN,3,F,A,6,1
1.71,.709103353859064,1,1,4683.09999084473,SEDAN,2,F,D,4,1
.91,.290212183434051,1,2,1054.90999984741,HBACK,3,F,D,6,1
.54,.709103353859973,1,1,1787.43999862671,HBACK,4,F,B,6,1
